NAME,REVIEW,TIME STAMP,USER ID,GENRE
DADDY'S HOME,"CALLING ALL DADS! Brad isn't afraid to move his body... Are you? Submit a video by Tuesday to enter the Daddy's Home #DadDanceOff Contest! The FIRST 100 entries will win a Daddy's Home Blu-ray Combo Pack! http://DadDanceOff.com

You'll be able to vote for your favorite dancing dad from March 16-28! The TOP 8 entries will win an Apple Watch and the GRAND PRIZE winner will get a Dad Den Entertainment System, complete with a new 4K TV! Get your dad dance on!",2016-03-11T23:53:28+0000,635978886531293_881193318676514,COMEDY
DADDY'S HOME,"CALLING ALL DADS! Can you move like Dusty? Submit a video by midnight on 3/14/16 to enter the Daddy's Home #DadDanceOff Contest! The FIRST 100 entries will win a Daddy's Home Blu-ray Combo Pack! http://DadDanceOff.com

You'll be able to vote for your favorite dancing dad from March 16-28! The TOP 8 entries will win an Apple Watch and the GRAND PRIZE winner will get a Dad Den Entertainment System, complete with a new 4K TV! Get your dad dance on!",2016-03-13T17:00:00+0000,635978886531293_881294538666392,COMEDY
DADDY'S HOME,"Carpool duty? ✔️
Bake sale? ✔️
Hot cocoa ? ✔️
Brad & Dusty have this co-dadding thing on lock…for now. #DaddysHome2",2017-07-11T00:50:26+0000,635978886531293_1327251987403976,COMEDY
DADDY'S HOME,Co-dad grilling done right. #LaborDay #DaddysHome2,2017-09-04T16:23:22+0000,635978886531293_1380418138754027,COMEDY
DADDY'S HOME,Conflicts can be resolved in many ways. What's your method of choice? http://gwi.io/fbGetDaddysHomeNow,2016-03-10T23:00:11+0000,635978886531293_880620425400470,COMEDY
DADDY'S HOME,Dad vs Step-Dad! There's only room for one... Pre-order Daddy's Home NOW! http://j.mp/BuyDaddysHome,2016-03-01T17:31:02+0000,635978886531293_874458672683312,COMEDY
DADDY'S HOME,Dad vs. Step-Dad. Don't miss Daddy's Home in theaters now. http://fandan.co/1NlJGC0,2016-01-09T23:16:01+0000,635978886531293_847232262072620,COMEDY
DADDY'S HOME,Daddy's Home is the #1 Comedy in theaters. Make it a family movie night & get tix: http://fandan.co/1NlJGC0,2015-12-28T22:48:11+0000,635978886531293_841200979342415,COMEDY
DADDY'S HOME,Dad's still got it. http://gwi.io/fbGetDaddysHomeNow,2016-03-29T16:00:01+0000,635978886531293_893601650769014,COMEDY
DADDY'S HOME,"DADS, TIME IS ALMOST UP! Submit a video by 12am tonight to enter the Daddy's Home #DadDanceOff Contest! The FIRST 100 entries will win a Daddy's Home Blu-ray Combo Pack! http://DadDanceOff.com

You'll be able to vote for your favorite dancing dad from March 16-28! The TOP 8 entries will win an Apple Watch and the GRAND PRIZE winner will get a Dad Den Entertainment System, complete with a new 4K TV! Get your dad dance on!",2016-03-14T21:40:42+0000,635978886531293_882940395168473,COMEDY
DADDY'S HOME,DADVICE: Have some autumn yardwork that needs to get done? Tell the kids it's a game - they FALL for it every time! 🍂 #DaddysHome2,2017-10-21T15:49:54+0000,635978886531293_1418065971655910,COMEDY
DADDY'S HOME,Did you forget that today is #RespectForParentsDay? We’re not mad...just disappointed. #DaddysHome2,2017-08-01T18:59:03+0000,635978886531293_1347788755350299,COMEDY
DADDY'S HOME,Did you get your #DaddysHome2 tickets yet?,2017-11-07T20:46:53+0000,635978886531293_1433243473471493,COMEDY
DADDY'S HOME,Do all Dads think they look cool on the dance floor? http://gwi.io/fbGetDaddysHomeNow,2016-04-04T17:09:12+0000,635978886531293_898573326938513,COMEDY
DADDY'S HOME,Don't let ANYTHING get between you and Daddy's Home on Digital HD... Pre-order NOW! http://j.mp/GetDaddysHome,2016-03-02T17:47:19+0000,635978886531293_875100935952419,COMEDY
DADDY'S HOME,Don't let dad get you down. #StepDadProblems,2015-12-08T23:03:19+0000,635978886531293_831142390348274,COMEDY
DADDY'S HOME,"Don't let Monday get you down. Shake it off with Daddy's Home, now playing! Get tix: http://fandan.co/1NlJGC0",2016-01-05T02:16:44+0000,635978886531293_844849502310896,COMEDY
DADDY'S HOME,Don't miss the family comedy event of the holidays! #DaddysHome2 is in theatres Friday! 🎟️: bit.ly/DH2Tix,2017-11-07T21:29:28+0000,635978886531293_1433269013468939,COMEDY
DADDY'S HOME,Dusty swoops in to provide some Dadvice on how to score... a touchdown. #DaddysHome2 #football,2017-09-17T18:00:00+0000,635978886531293_1390987777697063,COMEDY
DADDY'S HOME,Emojis say it all. See Daddy's Home in theaters Christmas Day.,2015-12-17T02:51:32+0000,635978886531293_834794463316400,COMEDY
DADDY'S HOME,Entertainment Tonight finds out that Will and Mark are pretty cool dads on and off-screen. #DaddysHome in theaters Christmas Day.,2015-11-23T21:45:34+0000,635978886531293_825112737617906,COMEDY
DADDY'S HOME,Ever dreamed of meeting Will Ferrell and Mark Wahlberg? Here’s your chance to win flights to NYC to meet both of them before attending the Daddy's Home premiere! All entries support the Mark Wahlberg Youth Foundation and Cancer for College. ENTER: http://bit.ly/DaddysPremiere,2015-11-30T23:47:00+0000,635978886531293_827982343997612,COMEDY
DADDY'S HOME,Family is worth fighting for. See Mark Wahlberg & Will Ferrell in Daddy's Home on Christmas Day.,2015-12-01T03:30:19+0000,635978886531293_828045130658000,COMEDY
DADDY'S HOME,Family is worth fighting for. See Mark Wahlberg & Will Ferrell in Daddy's Home.,2015-11-24T04:00:00+0000,635978886531293_825181884277658,COMEDY
DADDY'S HOME,Fans are raving about the #1 comedy in America! Have you seen #DaddysHome2 yet? See it with the whole family this weekend!  🎟️: bit.ly/DH2Tix,2017-11-15T19:57:32+0000,635978886531293_1440311342764706,COMEDY
DADDY'S HOME,"Game on. Will Ferrell & Mark Wahlberg star in Daddy's Home, see it Christmas Day.",2015-12-05T03:57:50+0000,635978886531293_829619217167258,COMEDY
DADDY'S HOME,Game plan: #DaddysHome on Christmas Day. Do you have tickets yet? http://fandan.co/1NlJGC0,2015-12-21T23:38:36+0000,635978886531293_837225029740010,COMEDY
DADDY'S HOME,Gather the family for movie night!  What could possibly go wrong? http://gwi.io/fbGetDaddysHomeNow,2016-03-08T23:39:14+0000,635978886531293_879497542179425,COMEDY
DADDY'S HOME,Get excited! #DaddysHome2 is NOW PLAYING in theatres! 🎟️ : bit.ly/DH2Tix,2017-11-10T22:05:57+0000,635978886531293_1435968476532326,COMEDY
DADDY'S HOME,Get in the holiday spirit with #DaddysHome2! Get your tickets today: bit.ly/DH2Tix,2017-11-12T19:09:36+0000,635978886531293_1437725959689911,COMEDY
DADDY'S HOME,Get ready for #DaddysHome with a live Twitter Q&A with Mark Wahlberg! Submit your questions about the movie with #AskMark: https://Twitter.com/Mark_Wahlberg,2015-12-22T19:30:19+0000,635978886531293_837585113037335,COMEDY
DADDY'S HOME,"Get ready for a dad-itude adjustment. See John Cena in #DaddysHome2, NOW PLAYING in theatres! 🎟️: bit.ly/DH2Tix",2017-11-10T20:58:50+0000,635978886531293_1435916966537477,COMEDY
DADDY'S HOME,"Get ready, Daddy's Home drops in on Christmas Day.",2015-12-23T04:15:29+0000,635978886531293_837779129684600,COMEDY
DADDY'S HOME,Griff knows what's up. We all know someone who'll give us the cold stare when we get in their way. http://gwi.io/fbGetDaddysHomeNow,2016-03-12T17:00:18+0000,635978886531293_881625378633308,COMEDY
DADDY'S HOME,Guess who's coming home in 2 DAYS?  http://gwi.io/fbGetDaddysHomeNow,2016-03-06T18:22:07+0000,635978886531293_877772722351907,COMEDY
DADDY'S HOME,"Halloween is in one week! Are you dressing up, or…nope? #DaddysHome2",2017-10-25T00:02:03+0000,635978886531293_1420976744698166,COMEDY
DADDY'S HOME,Hang in there! Daddy's Home is in theaters tomorrow! #DaddysHome,2015-12-24T21:24:13+0000,635978886531293_838644519598061,COMEDY
DADDY'S HOME,"Happy #Thanksgiving, from our families to yours. 🦃  #DaddysHome2 🎟️ : bit.ly/DH2Tix",2017-11-23T17:25:52+0000,635978886531293_1447322505396923,COMEDY
DADDY'S HOME,"Happy Birthday to John Lithgow, or as we like to call him: Pop-Pop. #DaddysHome2",2017-10-19T16:09:30+0000,635978886531293_1416455631816944,COMEDY
DADDY'S HOME,"Happy Birthday to the rad dad himself, Mark Wahlberg! #DaddysHome2",2017-06-05T22:45:53+0000,635978886531293_1292816060847569,COMEDY
DADDY'S HOME,Happy Monday! Don't start off your week like Brad... http://gwi.io/fbGetDaddysHomeNow,2016-03-28T22:00:00+0000,635978886531293_890874364375076,COMEDY
DADDY'S HOME,"He might have great hair, muscles and a motorcycle, but you, you’re a great listener. #DaddysHome",2015-12-29T20:19:05+0000,635978886531293_841632352632611,COMEDY
DADDY'S HOME,He still had to put this on the fridge. #StepDadProblems,2015-12-06T17:04:00+0000,635978886531293_829633937165786,COMEDY
DADDY'S HOME,"Heads up! #DaddysHome is in theaters Christmas Day, do you have your tickets yet? http://fandan.co/1NlJGC0",2015-12-20T07:34:41+0000,635978886531293_836356269826886,COMEDY
DADDY'S HOME,Here's your reminder that today is #GrandparentsDay! You're welcome. #DaddysHome2,2017-09-10T12:53:27+0000,635978886531293_1384983044964203,COMEDY
DADDY'S HOME,Hit the road with your family and head to the theatre to see #DaddysHome2! Get a free digital copy of Daddy's Home when you purchase your Daddy's Home 2 tickets on Fandango! 🎟️ : fandan.co/2hzhIcM,2017-11-19T17:06:57+0000,635978886531293_1443757229086784,COMEDY
DADDY'S HOME,Hold on tight! See Mark Wahlberg and Will Ferrell in Daddy's Home on Christmas Day.,2015-12-16T01:33:14+0000,635978886531293_834306716698508,COMEDY
DADDY'S HOME,How can you even think of competing with someone like him? Make way for Mark Wahlberg in Daddy's Home now on Digital HD: http://gwi.io/fbGetDaddysHomeNow,2016-03-10T17:00:21+0000,635978886531293_880466188749227,COMEDY
DADDY'S HOME,How ready are you for this weekend?,2017-11-04T00:18:28+0000,635978886531293_1429628053833035,COMEDY
DADDY'S HOME,Is this #Halloween #Dadvice a trick or a treat? That's up to you to decide. Get tickets now for #DaddysHome2: bit.ly/DH2Tix,2017-10-31T16:30:00+0000,635978886531293_1426726510789856,COMEDY
DADDY'S HOME,"It might be hard work, but we believe in you.  Don't miss #DaddysHome, now playing!",2016-01-21T04:28:37+0000,635978886531293_852972751498571,COMEDY
DADDY'S HOME,"It’s a DAD DANCE-OFF! Is your dad a ham on the dance floor?! Well, he can win big prizes for showing off his groove thang! Submit a video March 8-14 to enter the Daddy’s Home #DadDanceOff Contest! 
http://DadDanceOff.com

Vote for your favorite dancing dad from March 16-28! The FIRST 100 entries will win a Daddy’s Home Blu-ray Combo Pack, the TOP 8 entries will win an Apple Watch and the GRAND PRIZE winner will get a Dad Den Entertainment System, complete with a new 4K TV! Get your dad dance on!",2016-03-09T20:00:01+0000,635978886531293_879593022169877,COMEDY
DADDY'S HOME,It’s your house. Griff’s just living in it. #DaddysHome,2015-12-29T03:07:01+0000,635978886531293_841201656009014,COMEDY
DADDY'S HOME,It’s your LAST CHANCE to fly to NYC to hang out with your new dads AKA Mark Wahlberg and Will Ferrell at the Daddy's Home premiere! Flights & hotels are on them. ENTER: http://bit.ly/LastChance-DaddysHome,2015-12-09T20:06:43+0000,635978886531293_831496080312905,COMEDY
DADDY'S HOME,It's a dad off! See Mark Wahlberg & Will Ferrell face off in #DaddysHome on Christmas Day.,2015-11-24T02:31:07+0000,635978886531293_825169627612217,COMEDY
DADDY'S HOME,It's a story as old as time... #Daddyshome #Storytime http://j.mp/BuyDaddysHome,2016-03-26T19:00:00+0000,635978886531293_890845901044589,COMEDY
DADDY'S HOME,It's a thin line from cool to fool...  http://gwi.io/fbGetDaddysHomeNow,2016-03-11T19:16:27+0000,635978886531293_881092988686547,COMEDY
DADDY'S HOME,It's like Christmas all over again. Get $15 off Sports Tickets from Ticketmaster and over 45 minutes of bonus content when Daddy's Home arrives on Blu-ray™ TOMORROW http://j.mp/BuyDaddysHome,2016-03-21T16:00:00+0000,635978886531293_885552231573956,COMEDY
DADDY'S HOME,"It's okay, maybe next time. #DaddysHome #NowPlaying",2016-01-03T01:45:44+0000,635978886531293_843899375739242,COMEDY
DADDY'S HOME,It's the battle of the dads. Check out the new poster for #DaddysHome. In theaters this Christmas!,2015-11-20T23:52:02+0000,635978886531293_823995194396327,COMEDY
DADDY'S HOME,John Lithgow stopped by The Tonight Show Starring Jimmy Fallon to talk about playing Will Ferrell’s dad in #DaddysHome2. Check it out!,2017-06-07T17:47:25+0000,635978886531293_1294891947306647,COMEDY
DADDY'S HOME,"Just learning how to be a family, one step-by-step-dad.",2015-12-01T17:01:00+0000,635978886531293_828046047324575,COMEDY
DADDY'S HOME,Just one more night of goodnight tickles before Daddy's Home arrives on Digital HD! http://gwi.io/fbGetDaddysHomeNow,2016-03-07T21:54:24+0000,635978886531293_878614332267746,COMEDY
DADDY'S HOME,"Keep it 💯💯💯 this weekend and get your tickets for #DaddysHome2, NOW PLAYING in theatres! 🎳 🎟️ : bit.ly/DH2Tix",2017-11-12T17:00:00+0000,635978886531293_1436898969772610,COMEDY
DADDY'S HOME,"Kick off your holiday with the perfect family comedy! See #DaddysHome2, NOW PLAYING in theatres everywhere! 🎟️ : bit.ly/DH2Tix",2017-11-10T00:59:56+0000,635978886531293_1435185523277288,COMEDY
DADDY'S HOME,Kids say the darndest things...and Dads too. #DaddysHome,2015-12-22T01:10:20+0000,635978886531293_837251789737334,COMEDY
DADDY'S HOME,Kids wish for the darnedest things. #DaddysHome,2015-12-24T22:00:01+0000,635978886531293_838646266264553,COMEDY
DADDY'S HOME,Linda Cardellini is answering your questions! Check out the live Q&A now! #DaddysHome,2015-12-15T18:42:41+0000,635978886531293_834167823379064,COMEDY
DADDY'S HOME,Looks like someone's going home with a free shirt. http://gwi.io/fbGetDaddysHome,2016-04-01T16:00:00+0000,635978886531293_896223560506823,COMEDY
DADDY'S HOME,Looks like you picked the wrong leisure activity. Pre-order Daddy's Home NOW! http://j.mp/GetDaddysHome,2016-03-03T18:01:01+0000,635978886531293_875748645887648,COMEDY
DADDY'S HOME,Mark and Will's Christmas sweaters are uglier than yours. #DaddysHome Christmas Day.,2015-12-20T16:44:00+0000,635978886531293_836371839825329,COMEDY
DADDY'S HOME,Mark Wahlberg & Hannibal Buress discover Frozen in this new clip from Daddy's Home.,2016-01-06T17:00:00+0000,635978886531293_845322698930243,COMEDY
DADDY'S HOME,Mark Wahlberg & Will Ferrell battle for top-dad in Daddy's Home. See it Christmas Day.,2015-12-23T02:54:28+0000,635978886531293_837751826353997,COMEDY
DADDY'S HOME,Mark Wahlberg & Will Ferrell for Christmas! See Daddy's Home in theaters Christmas Day.,2015-12-19T02:36:52+0000,635978886531293_835689669893546,COMEDY
DADDY'S HOME,Mark Wahlberg & Will Ferrell in a Christmas-light-fight for the ages. #DaddysHome,2015-12-22T01:35:32+0000,635978886531293_837256626403517,COMEDY
DADDY'S HOME,Mark Wahlberg & Will Ferrell star in Daddy's Home. See it in theaters Christmas Day.,2015-12-12T02:10:00+0000,635978886531293_832512863544560,COMEDY
DADDY'S HOME,"Mark Wahlberg and Will Ferrell bring the laughs (and the dad jokes) in #DaddysHome2, in theatres TONIGHT! 🎟️: bit.ly/DH2Tix",2017-11-09T15:02:53+0000,635978886531293_1434761626653011,COMEDY
DADDY'S HOME,Mark Wahlberg goes head-to-head with Jimmy Fallon. See the star of Daddy's Home in theaters Christmas Day.,2015-12-16T19:51:07+0000,635978886531293_834677263328120,COMEDY
DADDY'S HOME,Mark Wahlberg vs. Will Ferrell. See Daddy's Home in theaters Christmas Day.,2015-12-11T00:40:48+0000,635978886531293_832032510259262,COMEDY
DADDY'S HOME,"Mark Wahlberg vs. Will Ferrell. See the showdown in Daddy's Home, now playing.",2016-01-09T20:10:47+0000,635978886531293_837772623018584,COMEDY
DADDY'S HOME,May the luck of the Irish be with you! Happy #StPatricksDay 🍀 http://gwi.io/fbGetDaddysHomeNow,2016-03-17T16:00:21+0000,635978886531293_884660901663089,COMEDY
DADDY'S HOME,"Meet Griff. Handyman, straight-shooter, fan of Frozen. Don’t miss Hannibal Buress in Daddy's Home Christmas Day!",2015-12-24T01:53:57+0000,635978886531293_838235356305644,COMEDY
DADDY'S HOME,"Meet Kurt, the man who shaped our favorite co-dad, Dusty. #DaddysHome2",2017-10-12T16:27:44+0000,635978886531293_1410507492411758,COMEDY
DADDY'S HOME,"Mirror, mirror on the wall, who's the best co-dad of them all? #DaddysHome2 🎟️ : bit.ly/DH2Tix",2017-11-07T16:58:37+0000,635978886531293_1433078140154693,COMEDY
DADDY'S HOME,Moments like these make it all worth it. Don't you agree? http://gwi.io/fbGetDaddysHomeNow,2016-03-28T19:00:17+0000,635978886531293_893333347462511,COMEDY
DADDY'S HOME,"More daddies, more problems! Don't miss the family fun in #DaddysHome2, in theatres November 10.",2017-10-16T17:00:00+0000,635978886531293_1413915795404261,COMEDY
DADDY'S HOME,Need a pick-me-up for #MotivationMonday? We need one too... #DaddysHome2,2017-09-25T15:58:34+0000,635978886531293_1397110070418167,COMEDY
DADDY'S HOME,Never interrupt these co-dads when they're talking about snickerdoodles. Never. #DaddysHome2,2017-08-30T19:39:26+0000,635978886531293_1376385389157302,COMEDY
DADDY'S HOME,"No need to be so dramatic. See Daddy's Home, now playing in theaters everywhere.",2015-12-26T18:30:01+0000,635978886531293_838978676231312,COMEDY
DADDY'S HOME,Nothing's better than spending time with your family. Make it a Together Weekend and go see #DaddysHome2! 🎟️ : bit.ly/DH2Tix,2017-11-17T20:39:06+0000,635978886531293_1442105189251988,COMEDY
DADDY'S HOME,"Oh $@*%, oh $@*%, oh $@*%! #DaddysHome",2015-12-15T20:20:37+0000,635978886531293_834211150041398,COMEDY
DADDY'S HOME,"Only one dad can win Christmas. Watch the merriment and mayhem unfold in #DaddysHome2, now playing in theatres everywhere! 🎟️ : bit.ly/DH2Tix",2017-11-11T20:00:01+0000,635978886531293_1436656456463528,COMEDY
DADDY'S HOME,Only one week until Thanksgiving! Who will be carving your turkey this year? #DaddysHome2 🎟️ : bit.ly/DH2Tix,2017-11-16T17:00:00+0000,635978886531293_1440985529363954,COMEDY
DADDY'S HOME,Pre-order Today: http://j.mp/GetDaddysHomeMovie,2016-03-04T04:47:16+0000,635978886531293_876007972528382,COMEDY
DADDY'S HOME,PSYCHED FOR LEFTOVERS. #DaddysHome,2015-11-27T20:00:00+0000,635978886531293_825878877541292,COMEDY
DADDY'S HOME,Roll into the New Year with Mark Wahlberg & Will Ferrell. See Daddy's Home in theaters now,2016-01-06T03:48:38+0000,635978886531293_845329468929566,COMEDY
DADDY'S HOME,"See Mark Wahlberg & Will Ferrell battle for top-dad in Daddy's Home. Now playing, get tix. http://fandan.co/1NlJGC0",2015-12-25T20:00:01+0000,635978886531293_837789339683579,COMEDY
DADDY'S HOME,Shout-out to all the wives out there! Happy #WifeAppreciationDay from #DaddysHome2!,2017-09-17T15:51:04+0000,635978886531293_1390981337697707,COMEDY
DADDY'S HOME,Some things were just not meant to go together… Brad + 🚲 = Trouble http://gwi.io/fbGetDaddysHomeNow,2016-03-14T16:00:00+0000,635978886531293_881296141999565,COMEDY
DADDY'S HOME,"Sometimes, you have to make your own way. Find out whether Mark Wahlberg and Will Ferrell can stick to the rules in Daddy's Home.  http://gwi.io/fbGetDaddysHomeNow",2016-03-19T16:00:12+0000,635978886531293_886026208193225,COMEDY
DADDY'S HOME,Step kids let you know where you stand. And that you have poop on your head. #StepDadProblems,2015-11-30T22:41:54+0000,635978886531293_827971307332049,COMEDY
DADDY'S HOME,Step right up to wish Will Ferrell a happy birthday! #DaddysHome2,2017-07-16T17:00:59+0000,635978886531293_1332617106867464,COMEDY
DADDY'S HOME,Step-dad down! #StepDadProblems,2015-11-25T01:45:01+0000,635978886531293_825553894240457,COMEDY
DADDY'S HOME,Stressed about the holidays? A few tips from Daddy's Home just might do the trick. #DaddysHome,2015-12-10T02:52:47+0000,635978886531293_831625163633330,COMEDY
DADDY'S HOME,"Take it from these guys, sometimes a little roughness is necessary! #DaddysHome2 #football",2017-09-29T00:58:23+0000,635978886531293_1399565123505995,COMEDY
DADDY'S HOME,Take the family to see Daddy's Home. Now playing! http://fandan.co/1NlJGC0 #DaddysHome,2015-12-25T19:30:01+0000,635978886531293_838960919566421,COMEDY
DADDY'S HOME,"Take the guess work out of Father's Day. Send him an e-card, it's the least you could do (literally, the least.) http://www.DaddysHomeMovie.com/",2015-06-19T23:03:26+0000,635978886531293_754158461380001,COMEDY
DADDY'S HOME,Text like a cool dad with the official #DaddysHome2 GIFs on Tenor! Check it out: tenor.com/official/daddyshome,2017-09-19T18:30:00+0000,635978886531293_1392535800875594,COMEDY
DADDY'S HOME,Thank you for making #DaddysHome2 the #1 comedy in America! See it today with the whole family: bit.ly/DH2Tix,2017-11-14T22:41:52+0000,635978886531293_1439574036171770,COMEDY
DADDY'S HOME,"Thanks Sofia, we're beguiled by you, too 😉 
We'll see you November 10th! #DaddysHome2",2017-06-10T15:18:14+0000,635978886531293_1297982163664292,COMEDY
DADDY'S HOME,"That's a lot of bike, Brad...  Can you handle it? http://gwi.io/fbGetDaddysHomeNow",2016-03-31T20:00:00+0000,635978886531293_895264857269360,COMEDY
DADDY'S HOME,The #DaddysHome2 family got fun and festive at yesterday’s premiere!,2017-11-06T18:38:55+0000,635978886531293_1432245050238002,COMEDY
DADDY'S HOME,The 12th Annual Desert Smash is a charity celebrity tennis event where Hollywood and professional tennis collides.,2016-03-09T19:48:07+0000,635978886531293_879972102131969,COMEDY
DADDY'S HOME,The battle for top-dad continues with a Christmas-light-fight! Which is your favorite display? #DaddysHome,2015-12-21T21:07:40+0000,635978886531293_837178209744692,COMEDY
DADDY'S HOME,The battle over household supremacy begins. Will Ferrell and Mark Wahlberg duke it out. Get #DaddysHome on BLU-RAY today! http://j.mp/BuyDaddysHome,2016-03-22T19:33:32+0000,635978886531293_888273874635125,COMEDY
DADDY'S HOME,"The cast of #DaddysHome2 shares their favorite holiday traditions! Start a new family tradition and go see #DaddysHome2, in theatres now! 🎟️ : bit.ly/DH2Tix",2017-11-11T16:50:00+0000,635978886531293_1436651149797392,COMEDY
DADDY'S HOME,The stars of Daddy's Home walk the red carpet at the New York premiere sponsored by Ford Motor Company.,2015-12-14T21:01:40+0000,635978886531293_833735236755656,COMEDY
DADDY'S HOME,"The stars of Daddy's Home, Mark Wahlberg and Will Ferrell, walk the red carpet at the European premieres of the film.",2015-12-10T17:02:52+0000,635978886531293_831890083606838,COMEDY
DADDY'S HOME,"The stars of Daddy's Home, Mark Wahlberg and Will Ferrell, walk the red carpet at the European premieres of the film.",2015-12-09T02:58:22+0000,635978886531293_831202273675619,COMEDY
DADDY'S HOME,The wait is almost over! Get your #DaddysHome2 tickets for you and the whole family now: bit.ly/DH2Tix,2017-11-07T01:00:15+0000,635978886531293_1432480430214464,COMEDY
DADDY'S HOME,There's more than one approach to being a father. See how it works out for Will Ferrell and Mark Wahlberg in Daddy's Home on DIGITAL HD: http://gwi.io/fbGetDaddysHomeNow,2016-03-15T16:00:10+0000,635978886531293_883428355119677,COMEDY
DADDY'S HOME,There's more than one way to get your kids off their cell phones. #DaddysHome2,2017-10-09T20:54:50+0000,635978886531293_1408304665965374,COMEDY
DADDY'S HOME,"These co-dads have come a long way! Get the original Daddy’s Home now to see how it all began, and get tickets to #DaddysHome2, in theatres Friday!

Own Daddy’s Home: bit.ly/GetDaddysHome
Get Daddy’s Home 2 Tickets: bit.ly/DH2Tix",2017-11-08T15:00:01+0000,635978886531293_1433435116785662,COMEDY
DADDY'S HOME,"These daddies are almost home! Get tickets now for #DaddysHome2, in theatres TONIGHT! 🎟️: bit.ly/DH2Tix",2017-11-09T14:50:51+0000,635978886531293_1434753623320478,COMEDY
DADDY'S HOME,These daddies come home in ONE WEEK! Get tickets now for #DaddysHome2: bit.ly/DH2Tix,2017-11-03T16:52:32+0000,635978886531293_1429338280528679,COMEDY
DADDY'S HOME,These dads are killing it. #DaddysHome,2015-12-19T04:01:01+0000,635978886531293_835698249892688,COMEDY
DADDY'S HOME,"These dads have their disagreements, but the one thing they can agree on? Do. Not. Touch. The. Thermostat.🌡️ #DaddysHome2",2017-10-26T18:37:25+0000,635978886531293_1421858204610020,COMEDY
DADDY'S HOME,"They had this co-dad thing on lockdown...until their dads showed up. Watch the family fun unfold in #DaddysHome2, in theatres November 10!",2017-09-26T01:48:25+0000,635978886531293_1397398653722642,COMEDY
DADDY'S HOME,"This #GrandparentsDay, show them some love and appreciation! #DaddysHome2",2017-09-10T17:57:26+0000,635978886531293_1385175581611616,COMEDY
DADDY'S HOME,This family will never be the same again. Buy Daddy's Home on Digital HD NOW: http://gwi.io/fbGetDaddysHomeNow,2016-03-08T17:51:21+0000,635978886531293_879332638862582,COMEDY
DADDY'S HOME,This family. In the movie Daddy’s Home. Opening Christmas Day! #DaddysHome,2015-12-24T23:00:00+0000,635978886531293_838649576264222,COMEDY
